From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
FLOT2,Q14254,reviewed,FLOT2_HUMAN,Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1),FLOT2 ESA1 M17S1,Homo sapiens (Human),428
HIST2H4A,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
RAN,P62826,reviewed,RAN_HUMAN,GTP-binding nuclear protein Ran (EC 3.6.5.-) (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),RAN ARA24 OK/SW-cl.81,Homo sapiens (Human),216
RAP1A,P62834,reviewed,RAP1A_HUMAN,Ras-related protein Rap-1A (EC 3.6.5.2) (C21KG) (G-22K) (GTP-binding protein smg p21A) (Ras-related protein Krev-1),RAP1A KREV1,Homo sapiens (Human),184
STOM,P27105,reviewed,STOM_HUMAN,Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b),STOM BND7 EPB72,Homo sapiens (Human),288
TUBB,P07437,reviewed,TBB5_HUMAN,Tubulin beta chain (Tubulin beta-5 chain),TUBB TUBB5 OK/SW-cl.56,Homo sapiens (Human),444
VPS37B,Q9H9H4,reviewed,VP37B_HUMAN,Vacuolar protein sorting-associated protein 37B (hVps37B) (ESCRT-I complex subunit VPS37B),VPS37B,Homo sapiens (Human),285
ACTG1,P63261,reviewed,ACTG_HUMAN,"Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",ACTG1 ACTG,Homo sapiens (Human),375
CAND1,Q86VP6,reviewed,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1),CAND1 KIAA0829 TIP120 TIP120A,Homo sapiens (Human),1230
CCT5,P48643,reviewed,TCPE_HUMAN,T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon) (Chaperonin containing T-complex polypeptide 1 subunit 5),CCT5 CCTE KIAA0098,Homo sapiens (Human),541
CLU,P10909,reviewed,CLUS_HUMAN,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain) (SP-40,40 beta-chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) (SP-40,40 alpha-chain)]",CLU APOJ CLI KUB1 AAG4,Homo sapiens (Human),449
EHD1,Q9H4M9,reviewed,EHD1_HUMAN,EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin),EHD1 PAST PAST1 CDABP0131,Homo sapiens (Human),534
GSN,P06396,reviewed,GELS_HUMAN,Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin),GSN,Homo sapiens (Human),782
THBS1,P07996,reviewed,TSP1_HUMAN,Thrombospondin-1 (Glycoprotein G),THBS1 TSP TSP1,Homo sapiens (Human),1170
TUBA1C,Q9BQE3,reviewed,TBA1C_HUMAN,Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain],TUBA1C TUBA6,Homo sapiens (Human),449
AGRN,O00468,reviewed,AGRIN_HUMAN,Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)],AGRN AGRIN,Homo sapiens (Human),2068
APOE,P02649,reviewed,APOE_HUMAN,Apolipoprotein E (Apo-E),APOE,Homo sapiens (Human),317
BSG,P35613,reviewed,BASI_HUMAN,Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147),BSG UNQ6505/PRO21383,Homo sapiens (Human),385
DIP2B,Q9P265,reviewed,DIP2B_HUMAN,Disco-interacting protein 2 homolog B (DIP2 homolog B),DIP2B KIAA1463,Homo sapiens (Human),1576
GNA13,Q14344,reviewed,GNA13_HUMAN,Guanine nucleotide-binding protein subunit alpha-13 (G alpha-13) (G-protein subunit alpha-13),GNA13,Homo sapiens (Human),377
HIST4H4,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HLA-A,P04439,reviewed,HLAA_HUMAN,"HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)",HLA-A HLAA,Homo sapiens (Human),365
IQGAP1,P46940,reviewed,IQGA1_HUMAN,Ras GTPase-activating-like protein IQGAP1 (p195),IQGAP1 KIAA0051,Homo sapiens (Human),1657
KPNB1,Q14974,reviewed,IMB1_HUMAN,Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97),KPNB1 NTF97,Homo sapiens (Human),876
LAMC1,P11047,reviewed,LAMC1_HUMAN,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),LAMC1 LAMB2,Homo sapiens (Human),1609
LAMP2,P13473,reviewed,LAMP2_HUMAN,Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b),LAMP2,Homo sapiens (Human),410
PCBP1,Q15365,reviewed,PCBP1_HUMAN,Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1) (Nucleic acid-binding protein SUB2.3),PCBP1,Homo sapiens (Human),356
PRDX6,P30041,reviewed,PRDX6_HUMAN,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12),PRDX6 AOP2 KIAA0106,Homo sapiens (Human),224
RAB8B,Q92930,reviewed,RAB8B_HUMAN,Ras-related protein Rab-8B,RAB8B,Homo sapiens (Human),207
TLN1,Q9Y490,reviewed,TLN1_HUMAN,Talin-1,TLN1 KIAA1027 TLN,Homo sapiens (Human),2541
UBA1,P22314,reviewed,UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1),UBA1 A1S9T UBE1,Homo sapiens (Human),1058
YWHAH,Q04917,reviewed,1433F_HUMAN,14-3-3 protein eta (Protein AS1),YWHAH YWHA1,Homo sapiens (Human),246
ACTC1,P68032,reviewed,ACTC_HUMAN,"Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]",ACTC1 ACTC,Homo sapiens (Human),377
ATP5B,P06576,reviewed,ATPB_HUMAN,"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)",ATP5F1B ATP5B ATPMB ATPSB,Homo sapiens (Human),529
GNAI3,P08754,reviewed,GNAI3_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-3 (G(i) alpha-3),GNAI3,Homo sapiens (Human),354
HIST1H4B,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4C,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4D,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4E,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4F,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4H,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4I,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4J,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4K,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST1H4L,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HIST2H4B,P62805,reviewed,H4_HUMAN,Histone H4,H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4C16 H4-16 HIST4H4,Homo sapiens (Human),103
HSP90B1,P14625,reviewed,ENPL_HUMAN,Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Heat shock protein family C member 4) (Tumor rejection antigen 1) (gp96 homolog),HSP90B1 GRP94 HSPC4 TRA1,Homo sapiens (Human),803
HSPD1,P10809,reviewed,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (Heat shock protein family D member 1) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",HSPD1 HSP60,Homo sapiens (Human),573
MVP,Q14764,reviewed,MVP_HUMAN,Major vault protein (MVP) (Lung resistance-related protein),MVP LRP,Homo sapiens (Human),893
PSMA3,P25788,reviewed,PSA3_HUMAN,Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8),PSMA3 HC8 PSC8,Homo sapiens (Human),255
RAB2A,P61019,reviewed,RAB2A_HUMAN,Ras-related protein Rab-2A (EC 3.6.5.2),RAB2A RAB2,Homo sapiens (Human),212
TCP1,P17987,reviewed,TCPA_HUMAN,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha) (Chaperonin containing T-complex polypeptide 1 subunit 1),TCP1 CCT1 CCTA,Homo sapiens (Human),556
TOLLIP,Q9H0E2,reviewed,TOLIP_HUMAN,Toll-interacting protein,TOLLIP,Homo sapiens (Human),274
ACTR2,P61160,reviewed,ARP2_HUMAN,Actin-related protein 2 (Actin-like protein 2),ACTR2 ARP2,Homo sapiens (Human),394
ARF4,P18085,reviewed,ARF4_HUMAN,ADP-ribosylation factor 4,ARF4 ARF2,Homo sapiens (Human),180
CCT6A,P40227,reviewed,TCPZ_HUMAN,T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (Chaperonin containing T-complex polypeptide 1 subunit 6A) (HTR3) (Tcp20),CCT6A CCT6 CCTZ,Homo sapiens (Human),531
CD59,P13987,reviewed,CD59_HUMAN,CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59),CD59 MIC11 MIN1 MIN2 MIN3 MSK21,Homo sapiens (Human),128
CHMP4B,Q9H444,reviewed,CHM4B_HUMAN,Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2),CHMP4B C20orf178 SHAX1,Homo sapiens (Human),224
DPP4,P27487,reviewed,DPP4_HUMAN,Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)],DPP4 ADCP2 CD26,Homo sapiens (Human),766
EEF1G,P26641,reviewed,EF1G_HUMAN,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),EEF1G EF1G PRO1608,Homo sapiens (Human),437
HLA-DRA,P01903,reviewed,DRA_HUMAN,"HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)",HLA-DRA HLA-DRA1,Homo sapiens (Human),254
LAMP1,P11279,reviewed,LAMP1_HUMAN,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a),LAMP1,Homo sapiens (Human),417
LTF,P02788,reviewed,TRFL_HUMAN,Lactotransferrin (Lactoferrin) (EC 3.4.21.-) (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H (Lfcin-H); Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C],LTF GIG12 LF,Homo sapiens (Human),710
PPIB,P23284,reviewed,PPIB_HUMAN,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP),PPIB CYPB,Homo sapiens (Human),216
PSMA1,P25786,reviewed,PSA1_HUMAN,Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain),PSMA1 HC2 NU PROS30 PSC2,Homo sapiens (Human),263
VAT1,P54219,reviewed,VMAT1_HUMAN,Chromaffin granule amine transporter (Solute carrier family 18 member 1) (Vesicular amine transporter 1) (VAT1),SLC18A1 VAT1 VMAT1,Homo sapiens (Human),525
VAT1,Q99536,reviewed,VAT1_HUMAN,Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-),VAT1,Homo sapiens (Human),393
ARHGDIA,P52565,reviewed,GDIR1_HUMAN,Rho GDP-dissociation inhibitor 1 (Rho GDI 1) (Rho-GDI alpha),ARHGDIA GDIA1,Homo sapiens (Human),204
ATP1B1,P05026,reviewed,AT1B1_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1),ATP1B1 ATP1B,Homo sapiens (Human),303
C3,P01024,reviewed,CO3_HUMAN,Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2],C3 CPAMD1,Homo sapiens (Human),1663
CCT8,P50990,reviewed,TCPQ_HUMAN,T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15),CCT8 C21orf112 CCTQ KIAA0002,Homo sapiens (Human),548
CPNE3,O75131,reviewed,CPNE3_HUMAN,Copine-3 (Copine III),CPNE3 CPN3 KIAA0636,Homo sapiens (Human),537
CTNNB1,P35222,reviewed,CTNB1_HUMAN,Catenin beta-1 (Beta-catenin),CTNNB1 CTNNB OK/SW-cl.35 PRO2286,Homo sapiens (Human),781
EIF4A1,P60842,reviewed,IF4A1_HUMAN,Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1),EIF4A1 DDX2A EIF4A,Homo sapiens (Human),406
G6PD,P11413,reviewed,G6PD_HUMAN,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),G6PD,Homo sapiens (Human),515
GNA11,P29992,reviewed,GNA11_HUMAN,Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (Guanine nucleotide-binding protein G(y) subunit alpha),GNA11 GA11,Homo sapiens (Human),359
ICAM1,P05362,reviewed,ICAM1_HUMAN,Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54),ICAM1,Homo sapiens (Human),532
JUP,P14923,reviewed,PLAK_HUMAN,Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3),JUP CTNNG DP3,Homo sapiens (Human),745
NRAS,P01111,reviewed,RASN_HUMAN,GTPase NRas (EC 3.6.5.2) (Transforming protein N-Ras),NRAS HRAS1,Homo sapiens (Human),189
PEBP1,P30086,reviewed,PEBP1_HUMAN,Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)],PEBP1 PBP PEBP,Homo sapiens (Human),187
PSMA7,O14818,reviewed,PSA7_HUMAN,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7 HSPC,Homo sapiens (Human),248
RAP2B,P61225,reviewed,RAP2B_HUMAN,Ras-related protein Rap-2b (EC 3.6.5.2),RAP2B,Homo sapiens (Human),183
RPS16,P62249,reviewed,RS16_HUMAN,Small ribosomal subunit protein uS9 (40S ribosomal protein S16),RPS16,Homo sapiens (Human),146
SLC16A1,P53985,reviewed,MOT1_HUMAN,Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1),SLC16A1 MCT1,Homo sapiens (Human),500
SLC44A1,Q8WWI5,reviewed,CTL1_HUMAN,Choline transporter-like protein 1 (CDw92) (Solute carrier family 44 member 1) (CD antigen CD92),SLC44A1 CD92 CDW92 CTL1,Homo sapiens (Human),657
TTYH3,Q9C0H2,reviewed,TTYH3_HUMAN,Protein tweety homolog 3 (hTTY3) (Volume-regulated anion channel subunit TTYH3),TTYH3 KIAA1691,Homo sapiens (Human),523
TUBA4A,P68366,reviewed,TBA4A_HUMAN,Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain),TUBA4A TUBA1,Homo sapiens (Human),448
VTA1,Q9NP79,reviewed,VTA1_HUMAN,Vacuolar protein sorting-associated protein VTA1 homolog (Dopamine-responsive gene 1 protein) (DRG-1) (LYST-interacting protein 5) (LIP5) (SKD1-binding protein 1) (SBP1),VTA1 C6orf55 HSPC228 My012,Homo sapiens (Human),307
ACTR3,P61158,reviewed,ARP3_HUMAN,Actin-related protein 3 (Actin-like protein 3),ACTR3 ARP3,Homo sapiens (Human),418
ANXA7,P20073,reviewed,ANXA7_HUMAN,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),ANXA7 ANX7 SNX OK/SW-cl.95,Homo sapiens (Human),488
CCT3,P49368,reviewed,TCPG_HUMAN,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (Chaperonin containing T-complex polypeptide 1 subunit 3) (hTRiC5),CCT3 CCTG TRIC5,Homo sapiens (Human),545
CHMP5,Q9NZZ3,reviewed,CHMP5_HUMAN,Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2) (Vacuolar protein sorting-associated protein 60) (Vps60) (hVps60),CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2,Homo sapiens (Human),219
