Protein,Protein Description,Protein Gene,AD01_121315_D5_42 Sum Normalized Area,AD02_121676_D8_64 Sum Normalized Area,AD03_131182_E5_19 Sum Normalized Area,AD04_131136_E6_04 Sum Normalized Area,AD05_131127_E7_61 Sum Normalized Area,AD06_131086_D4_29 Sum Normalized Area,AD07_121663_D7_39 Sum Normalized Area,AD08_131027_E2_13 Sum Normalized Area,AD09_131040_E4_54 Sum Normalized Area,AD10_131282_E8_17 Sum Normalized Area,BatchQC_CP01_21 Sum Normalized Area,BatchQC_CP02_63 Sum Normalized Area,BatchQC_CP03_45 Sum Normalized Area,BatchQC_CP04_10 Sum Normalized Area,BatchRef_KP01_56 Sum Normalized Area,BatchRef_KP02_47 Sum Normalized Area,BatchRef_KP03_25 Sum Normalized Area,BatchRef_KP04_07 Sum Normalized Area,HC01_141076_A7_24 Sum Normalized Area,HC02_141337_C3_53 Sum Normalized Area,HC03_121255_D2_08 Sum Normalized Area,HC04_121321_D6_50 Sum Normalized Area,HC05_131028_E3_18 Sum Normalized Area,HC06_141346_A5_11 Sum Normalized Area,HC07_141210_C7_43 Sum Normalized Area,HC08_141198_C8_14 Sum Normalized Area,HC09_111402_D3_41 Sum Normalized Area,HC10_131248_F2_52 Sum Normalized Area,PDD01_141132_A8_46 Sum Normalized Area,PDD02_141202_B3_28 Sum Normalized Area,PDD03_815_F7_03 Sum Normalized Area,PDD04_1089_F8_60 Sum Normalized Area,PDD05_141365_A4_49 Sum Normalized Area,PDD06_131379_B5_59 Sum Normalized Area,PDD07_131387_B6_27 Sum Normalized Area,PDD08_141335_C2_38 Sum Normalized Area,PDD09_121343_C5_06 Sum Normalized Area,PDD10_PST18-0089_F6_20 Sum Normalized Area,PD-noMCI01_141226_B4_48 Sum Normalized Area,PD-noMCI02_141374_B8_40 Sum Normalized Area,PD-noMCI03_131326_C4_15 Sum Normalized Area,PD-noMCI04_141312_C6_55 Sum Normalized Area,PD-noMCI05_141366_F3_57 Sum Normalized Area,PD-noMCI06_131175_A2_12 Sum Normalized Area,PD-noMCI07_131201_A3_22 Sum Normalized Area,PD-noMCI08_141097_A6_26 Sum Normalized Area,PD-noMCI09_141127_B2_62 Sum Normalized Area,PD-noMCI10_131355_B7_05 Sum Normalized Area
sp|Q15057|ACAP2_HUMAN,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3",ACAP2,2.6586E+6,2.3893E+6,2.2178E+6,1.7329E+7,1.0965E+6,9.7461E+6,2.2226E+6,1.1947E+8,8.7970E+6,3.8116E+7,1.5714E+7,2.0994E+6,2.0801E+6,1.1132E+7,2.3459E+6,1.8511E+6,1.6993E+6,8.4437E+6,2.0674E+6,1.3379E+6,1.7591E+7,2.6989E+6,2.7402E+6,2.5886E+6,1.6158E+6,1.6747E+6,3.2907E+6,2.5777E+6,1.4772E+6,1.6056E+6,3.3181E+6,1.5054E+6,1.4577E+6,1.9234E+6,5.4122E+6,1.6381E+6,1.3560E+7,1.4561E+7,1.3547E+6,1.6172E+6,1.6098E+6,2.7390E+6,2.7085E+6,3.0391E+6,1.8813E+6,1.4132E+6,5.9974E+5,4.1829E+6
sp|Q8IVW4|CDKL3_HUMAN,Cyclin-dependent kinase-like 3 OS=Homo sapiens OX=9606 GN=CDKL3 PE=1 SV=1,CDKL3,1.8781E+6,3.5922E+6,8.0984E+5,2.0457E+6,3.3107E+6,3.2100E+6,1.0941E+6,1.0701E+7,7.3622E+6,4.7834E+6,2.5290E+6,2.2264E+6,2.5419E+6,2.4878E+6,1.2781E+6,1.0202E+6,8.7543E+5,8.4716E+5,3.6185E+6,6.0961E+5,2.5781E+6,3.3585E+6,1.5565E+6,7.1074E+5,4.0355E+5,5.9032E+5,2.3936E+6,2.7059E+6,5.9886E+5,1.0871E+6,6.4054E+5,4.1171E+5,1.4262E+6,5.5810E+5,2.7782E+6,5.1058E+5,1.9194E+6,5.8822E+6,8.3071E+5,9.2404E+5,8.7740E+5,9.2705E+5,1.0364E+6,1.1610E+6,1.7773E+6,4.6002E+5,5.7525E+5,5.3954E+5
sp|Q8IYT4|KATL2_HUMAN,Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=3,KATNAL2,4.7526E+8,7.5849E+8,1.9500E+8,4.3362E+8,6.0693E+8,8.7037E+8,2.9796E+8,2.8329E+9,1.3004E+9,5.8853E+8,4.1094E+8,4.5969E+8,4.7777E+8,4.2087E+8,2.4968E+8,2.2155E+8,2.3170E+8,3.0143E+8,3.7784E+8,1.2528E+8,5.7478E+8,7.2500E+8,4.6610E+8,1.5042E+8,1.7393E+8,1.7444E+8,8.6150E+8,5.9096E+8,1.6289E+8,2.6192E+8,1.6189E+8,1.1933E+8,2.8977E+8,2.4745E+8,3.3240E+8,1.3078E+8,3.7012E+8,1.0386E+9,1.8208E+8,2.1441E+8,1.9152E+8,1.7886E+8,2.9549E+8,4.3867E+8,2.3246E+8,1.1604E+8,1.1124E+8,2.3724E+8
sp|Q93096|TP4A1_HUMAN,Protein tyrosine phosphatase type IVA 1 OS=Homo sapiens OX=9606 GN=PTP4A1 PE=1 SV=2,PTP4A1,1.9395E+6,2.0493E+6,1.2690E+6,1.5638E+6,1.0923E+6,5.0855E+6,1.2849E+6,5.8693E+6,3.4295E+6,1.4762E+6,1.0767E+6,8.9599E+5,6.5929E+5,1.6803E+6,1.6583E+6,1.5012E+6,1.1902E+6,1.1784E+6,1.4720E+6,1.2923E+6,1.6313E+6,8.5082E+5,9.6322E+5,9.9420E+5,2.1749E+6,1.5003E+6,3.2232E+6,8.8610E+5,9.7981E+5,1.7992E+6,1.6485E+6,2.0661E+6,9.3186E+5,1.0560E+6,1.6779E+6,1.2434E+6,9.7022E+5,3.1086E+6,1.1256E+6,1.2894E+6,2.0817E+6,1.4227E+6,1.4984E+6,1.4780E+6,1.1535E+6,1.8176E+6,1.4705E+6,1.2581E+6
sp|Q9H3R1|NDST4_HUMAN / sp|O95803|NDST3_HUMAN,"Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 OS=Homo sapiens OX=9606 GN=NDST4 PE=2 SV=1
Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 OS=Homo sapiens OX=9606 GN=NDST3 PE=1 SV=1",NDST4 / NDST3,2.8083E+6,8.4418E+5,1.5150E+6,2.0817E+6,1.3363E+7,5.2407E+6,2.6012E+6,7.8877E+6,5.0044E+6,5.2155E+6,5.0939E+6,7.2845E+6,7.7019E+6,3.6071E+6,5.3753E+6,4.6685E+6,4.4749E+6,5.2671E+6,8.4441E+6,2.7043E+6,3.3331E+8,3.5302E+6,2.6956E+6,2.1070E+6,3.0260E+6,2.3788E+6,4.3053E+6,4.3560E+6,2.7143E+6,2.7752E+6,2.4299E+6,1.3092E+6,1.0211E+7,2.8304E+6,1.7562E+6,1.9272E+6,4.0132E+6,7.9938E+6,2.3987E+6,1.2353E+7,2.3785E+6,2.4015E+6,3.2922E+6,2.9612E+6,2.9041E+6,2.3950E+6,2.7153E+6,1.0456E+6
sp|Q9NY65|TBA8_HUMAN,Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1,TUBA8,1.9122E+9,1.9495E+9,1.4410E+9,1.7059E+9,1.8703E+9,1.8954E+9,1.6468E+9,1.4561E+9,2.0341E+9,1.5194E+9,2.1902E+9,2.1912E+9,2.0936E+9,2.1430E+9,1.7848E+9,1.7220E+9,1.5754E+9,1.8091E+9,1.6508E+9,1.4900E+9,1.9666E+9,1.9624E+9,1.6521E+9,1.8266E+9,1.5993E+9,1.6877E+9,1.8109E+9,1.5451E+9,1.4128E+9,1.6626E+9,1.5207E+9,1.4325E+9,1.9495E+9,1.5542E+9,1.8347E+9,1.5788E+9,1.6071E+9,1.6952E+9,1.8256E+9,1.6271E+9,1.5484E+9,1.9177E+9,1.7815E+9,1.8319E+9,1.7414E+9,1.5766E+9,1.7205E+9,1.8585E+9
sp|Q9NZQ3|SPN90_HUMAN,NCK-interacting protein with SH3 domain OS=Homo sapiens OX=9606 GN=NCKIPSD PE=1 SV=1,NCKIPSD,6.0170E+6,1.0565E+7,4.4904E+6,7.0968E+6,5.6884E+6,1.0192E+7,5.2095E+6,9.0661E+6,9.8450E+6,5.6940E+6,5.3525E+6,6.3015E+6,5.7954E+6,6.3275E+6,4.5486E+6,5.4021E+6,5.3679E+6,5.6752E+6,5.0476E+6,6.4738E+6,3.0109E+6,2.6266E+6,5.0243E+6,7.1042E+6,4.9159E+6,4.9093E+6,3.3414E+6,4.9436E+6,5.6634E+6,5.1999E+6,6.3054E+6,5.7211E+6,4.0547E+6,5.9089E+6,6.8360E+6,5.2611E+6,5.4229E+6,2.7787E+6,4.4360E+6,2.8926E+6,4.5023E+6,6.3272E+6,3.0725E+6,5.3792E+6,3.7135E+6,5.6895E+6,7.1125E+6,6.5274E+6
sp|Q9Y6G9|DC1L1_HUMAN,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3,DYNC1LI1,1.1129E+6,8.7289E+5,1.9627E+6,1.6579E+6,1.1546E+6,6.5421E+5,6.5766E+5,9.7768E+5,3.8817E+4,3.7599E+5,6.6999E+5,3.7219E+5,7.3707E+5,6.8798E+5,7.8320E+5,1.1289E+6,1.1915E+6,1.5038E+6,2.1835E+5,1.3564E+6,1.1658E+6,1.0145E+6,4.7654E+5,2.4621E+6,1.9807E+6,1.8903E+6,1.9259E+5,1.2254E+6,1.2512E+6,6.2157E+5,1.3572E+6,1.0383E+6,8.6820E+5,1.4654E+6,7.4545E+5,6.3580E+5,2.7721E+6,8.9195E+5,2.3296E+6,8.7988E+5,1.2433E+6,5.5695E+5,4.0848E+5,1.5913E+6,7.4228E+5,7.6040E+5,1.2553E+6,9.9789E+5
sp|P25398|RS12_HUMAN,40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,RPS12,7.3117E+5,5.5360E+5,1.1718E+6,1.2344E+6,1.0875E+6,8.8432E+6,1.2066E+6,3.6641E+6,2.4170E+6,2.8974E+6,3.4710E+6,1.2648E+6,7.4563E+5,4.0444E+6,1.1865E+6,1.2138E+6,1.3599E+6,1.1324E+6,9.9717E+5,1.4202E+6,9.0848E+5,9.4766E+5,5.4162E+5,1.2490E+6,1.4751E+6,1.6947E+6,2.2429E+6,8.7992E+5,1.1704E+6,1.5366E+6,9.5193E+5,1.5929E+6,1.0360E+6,1.1925E+6,1.0156E+6,1.0761E+6,1.5318E+6,1.1629E+6,1.0979E+6,9.6253E+5,1.6734E+6,9.3508E+5,1.9560E+6,1.1393E+6,1.7134E+6,1.9297E+6,1.8487E+6,1.0797E+6
sp|P30405|PPIF_HUMAN,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1",PPIF,1.1192E+8,1.1970E+8,9.5435E+7,7.7032E+7,9.3820E+7,8.5242E+7,1.1252E+8,7.3693E+7,9.4809E+7,9.2440E+7,9.8843E+7,1.1742E+8,1.1608E+8,1.0516E+8,1.2397E+8,1.0005E+8,1.1799E+8,1.2555E+8,1.4423E+8,1.3841E+8,1.0367E+8,1.0081E+8,9.5980E+7,1.3694E+8,9.3154E+7,1.0473E+8,1.2435E+8,7.9971E+7,1.1380E+8,1.1540E+8,9.5125E+7,1.3816E+8,1.7321E+8,1.0233E+8,1.2457E+8,1.0994E+8,9.4199E+7,7.7041E+7,1.2558E+8,1.1272E+8,1.0520E+8,1.4127E+8,9.8869E+7,8.7285E+7,9.4392E+7,1.2345E+8,1.1940E+8,1.0996E+8
sp|P40227|TCPZ_HUMAN,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,CCT6A,1.9808E+8,4.0697E+8,1.6960E+8,3.5257E+8,3.5681E+8,5.4995E+8,1.6956E+8,1.2438E+9,4.0669E+8,3.4144E+8,3.3899E+8,3.2635E+8,2.9264E+8,2.7799E+8,1.5546E+8,1.4500E+8,1.4903E+8,1.4075E+8,3.0434E+8,9.0237E+7,3.6548E+8,4.2223E+8,2.1832E+8,1.1028E+8,8.9685E+7,1.1321E+8,5.8410E+8,3.7321E+8,1.0500E+8,1.3103E+8,9.9721E+7,8.2912E+7,1.6237E+8,1.2077E+8,1.8977E+8,9.3908E+7,2.2893E+8,6.4670E+8,1.2687E+8,1.2012E+8,1.5636E+8,1.2470E+8,1.9599E+8,2.3219E+8,1.4802E+8,7.7426E+7,8.0216E+7,1.0783E+8
sp|Q02252|MMSA_HUMAN,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2",ALDH6A1,1.0010E+6,2.7098E+6,5.8541E+6,1.0442E+6,1.6980E+6,4.7165E+6,8.3649E+5,7.4743E+6,3.3290E+6,3.6876E+6,1.3547E+6,1.5780E+6,2.3369E+6,1.3106E+6,1.7029E+6,1.2334E+6,1.3380E+6,1.9276E+6,1.0079E+6,1.6496E+6,2.2836E+6,3.6507E+6,1.1783E+6,1.1418E+6,2.0465E+6,1.4897E+6,2.9366E+6,3.4074E+6,1.9206E+6,1.4156E+6,1.1820E+6,1.7733E+6,1.5870E+6,1.6347E+6,1.5000E+6,1.3474E+6,1.2848E+6,7.7205E+6,1.8211E+6,1.6407E+6,1.8582E+6,1.3108E+6,1.8676E+6,1.0956E+6,1.2447E+6,1.7778E+6,1.7887E+6,1.1615E+6
sp|Q7LGA3|HS2ST_HUMAN,Heparan sulfate 2-O-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=HS2ST1 PE=1 SV=1,HS2ST1,3.2366E+6,4.1321E+6,1.5368E+6,5.0121E+6,2.8944E+6,8.7814E+6,2.2047E+6,2.0179E+7,7.8020E+6,2.6403E+6,5.5709E+6,2.5665E+6,3.7147E+6,1.3446E+6,1.6730E+6,1.8294E+6,1.2230E+6,1.2225E+5,2.3878E+6,9.4638E+5,3.6433E+6,6.1433E+6,2.5590E+6,4.8845E+5,2.4454E+5,1.1227E+6,5.4090E+6,2.9265E+6,8.9391E+5,1.1733E+6,9.9225E+5,7.7000E+5,1.3676E+6,1.0873E+6,1.5516E+6,5.4682E+5,9.9004E+5,6.4700E+6,8.7356E+5,3.8002E+5,8.1882E+5,1.7555E+6,1.2331E+6,8.9449E+5,1.3069E+6,8.6301E+5,9.8496E+5,8.5037E+5
sp|Q7Z3U7|MON2_HUMAN,Protein MON2 homolog OS=Homo sapiens OX=9606 GN=MON2 PE=1 SV=3,MON2,5.3963E+6,6.3460E+6,3.6468E+6,1.0394E+7,1.0787E+7,1.6715E+7,4.7770E+6,3.3307E+7,3.0045E+7,1.5174E+7,8.7683E+6,1.0847E+7,1.0534E+7,7.9644E+6,1.2521E+7,3.4554E+6,4.1326E+6,1.7158E+6,9.0283E+6,3.5492E+6,9.2905E+6,9.1085E+6,5.4661E+6,1.0393E+7,2.9888E+6,2.7654E+6,1.0464E+7,1.1322E+7,4.1340E+6,3.5278E+6,4.0828E+6,3.2363E+6,3.2975E+6,4.1631E+6,9.7480E+6,3.0194E+6,5.7603E+6,5.3113E+7,3.2585E+6,2.6292E+6,5.5190E+6,2.8199E+6,4.1089E+6,6.4108E+6,2.1661E+7,1.7707E+6,2.9244E+6,2.5853E+6
sp|Q8NF50|DOCK8_HUMAN,Dedicator of cytokinesis protein 8 OS=Homo sapiens OX=9606 GN=DOCK8 PE=1 SV=3,DOCK8,8.1719E+6,4.0397E+6,7.2395E+6,9.2979E+6,8.6353E+6,8.2192E+6,6.5806E+6,1.8379E+7,9.7544E+6,8.2312E+6,7.6076E+6,7.2848E+6,7.7474E+6,8.7333E+6,6.0055E+6,6.3158E+6,5.3803E+6,5.1410E+6,9.8292E+6,5.8874E+6,6.8000E+6,6.8518E+6,6.4126E+6,6.7171E+6,7.1058E+6,5.1213E+6,9.0769E+6,8.8300E+6,4.8494E+6,7.5087E+6,7.7120E+6,5.0936E+6,6.4498E+6,4.9576E+6,7.2531E+6,5.2836E+6,8.2435E+6,1.1091E+7,5.9833E+6,4.6189E+6,5.0198E+6,6.2046E+6,6.6637E+6,6.3924E+6,7.2398E+6,5.9382E+6,5.9096E+6,5.6712E+6
sp|Q99542|MMP19_HUMAN,Matrix metalloproteinase-19 OS=Homo sapiens OX=9606 GN=MMP19 PE=1 SV=1,MMP19,3.4073E+7,3.9220E+7,1.3179E+7,3.7239E+7,3.8243E+7,7.1951E+7,1.5609E+7,1.7761E+8,1.0361E+8,4.1692E+7,3.2002E+7,3.4497E+7,3.3868E+7,3.2312E+7,2.0024E+7,1.7883E+7,1.5329E+7,1.9437E+7,1.7147E+7,6.3715E+6,3.6767E+7,6.4898E+7,2.1143E+7,1.0348E+7,1.1833E+7,7.2159E+6,6.9121E+7,7.2794E+7,1.7484E+7,2.4954E+7,8.1472E+6,5.3946E+6,1.9849E+7,2.8365E+7,3.8105E+7,7.3866E+6,3.1092E+7,1.0518E+8,1.4320E+7,1.9775E+7,2.4301E+7,1.2018E+7,1.5449E+7,3.7492E+7,1.8173E+7,4.3873E+6,1.1041E+7,1.1471E+7
sp|O60684|IMA7_HUMAN / sp|P52294|IMA5_HUMAN,"Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1
Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3",KPNA6 / KPNA1,8.7100E+6,1.5006E+7,5.8728E+6,6.7966E+6,8.5485E+6,1.8001E+7,8.3589E+6,2.7214E+7,2.5615E+7,8.3046E+6,8.9519E+6,1.8109E+7,1.3891E+7,1.0983E+7,7.2620E+6,6.6729E+6,5.8872E+6,6.5541E+6,9.9246E+6,7.0600E+6,6.5233E+6,1.4730E+7,6.7437E+6,7.8034E+6,5.9487E+6,7.9950E+6,2.6908E+7,7.0927E+6,4.8126E+6,8.1406E+6,1.0142E+7,7.1074E+6,5.8638E+6,1.4551E+7,5.9551E+6,7.3139E+6,7.2418E+6,1.7778E+7,6.3510E+6,5.7460E+6,7.5924E+6,6.1498E+6,8.0006E+6,7.3834E+6,6.9251E+6,7.9637E+6,8.5392E+6,7.9839E+6
sp|P02679|FIBG_HUMAN,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3,FGG,1.5691E+10,2.3813E+10,9.8257E+9,2.0221E+10,4.2058E+10,3.7876E+10,1.8413E+10,1.3453E+11,6.8270E+10,2.7981E+10,1.6482E+10,1.6707E+10,1.6591E+10,1.1861E+10,1.3092E+10,1.0974E+10,1.0833E+10,7.5772E+9,2.3749E+10,7.8062E+9,2.5823E+10,3.3518E+10,1.8904E+10,6.1875E+9,8.0440E+9,9.7738E+9,3.4905E+10,3.2035E+10,9.8908E+9,1.5515E+10,9.8285E+9,4.0152E+9,1.2735E+10,1.1082E+10,1.5432E+10,7.7239E+9,1.5659E+10,7.2714E+10,7.9739E+9,1.1901E+10,7.9641E+9,9.2476E+9,1.5494E+10,1.4765E+10,1.1247E+10,5.9510E+9,4.2482E+9,6.7539E+9
sp|P08648|ITA5_HUMAN,Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2,ITGA5,3.8203E+6,7.1222E+6,5.5535E+6,2.5220E+6,1.1344E+7,3.3342E+7,4.1271E+6,2.1967E+7,1.7631E+7,6.1845E+6,7.2308E+6,8.4324E+6,4.9849E+6,5.3633E+6,3.9757E+6,3.1174E+6,2.3669E+6,3.5319E+6,9.0354E+6,3.4641E+6,9.3469E+6,6.9803E+6,8.3734E+6,2.8113E+6,3.1593E+6,3.6777E+6,1.6871E+7,1.0845E+7,1.9676E+6,3.3491E+6,2.0491E+6,2.6606E+6,3.0362E+6,4.5286E+6,1.3191E+7,3.5876E+6,4.1909E+6,1.6310E+7,4.0150E+6,4.2199E+6,3.2285E+6,4.7345E+6,3.8142E+6,7.0282E+6,3.8010E+6,2.2433E+6,2.5490E+6,3.6327E+6
sp|P11177|ODPB_HUMAN,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3",PDHB,2.0147E+7,1.2846E+7,1.6075E+7,1.4830E+7,1.6890E+7,1.6192E+7,1.5929E+7,1.4118E+7,1.5528E+7,1.6977E+7,1.8202E+7,1.9745E+7,2.0341E+7,2.0416E+7,1.6429E+7,1.6664E+7,1.6819E+7,1.8031E+7,1.8947E+7,1.8962E+7,1.8884E+7,1.5123E+7,1.7314E+7,2.0800E+7,2.2109E+7,1.5440E+7,1.5433E+7,1.2287E+7,1.5687E+7,1.6164E+7,1.6164E+7,1.7142E+7,1.9220E+7,1.4991E+7,1.7534E+7,1.9604E+7,1.6888E+7,9.1541E+6,1.6416E+7,2.1725E+7,1.7137E+7,1.9668E+7,1.4132E+7,1.5749E+7,2.0586E+7,1.7813E+7,1.5943E+7,1.9861E+7
sp|P13929|ENOB_HUMAN,Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5,ENO3,5.6906E+7,1.2159E+8,5.1807E+7,6.3078E+7,8.5951E+7,7.1728E+7,5.7053E+7,1.6154E+8,1.2211E+8,3.7982E+7,2.7651E+7,3.7915E+7,3.8248E+7,4.2077E+7,5.5506E+7,5.6343E+7,5.3021E+7,5.5626E+7,3.2813E+7,4.4933E+7,3.3214E+7,4.8517E+7,5.4594E+7,4.2000E+7,5.7835E+7,5.9797E+7,3.3151E+7,6.1603E+7,4.1139E+7,6.1610E+7,4.5293E+7,5.8216E+7,3.3264E+7,5.1034E+7,3.5194E+7,4.3493E+7,4.6983E+7,8.7976E+7,4.2348E+7,5.1870E+7,5.1237E+7,4.5870E+7,4.4089E+7,5.8187E+7,5.0506E+7,5.3584E+7,6.2543E+7,4.2517E+7
sp|P19971|TYPH_HUMAN,Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2,TYMP,1.5195E+7,2.1970E+7,6.3678E+6,6.2558E+6,6.7814E+6,2.0316E+7,5.9115E+6,1.9629E+7,1.1490E+7,4.2708E+6,5.0610E+6,9.5031E+6,6.6501E+6,4.3375E+6,9.7404E+6,6.1750E+6,4.5039E+6,1.0161E+7,3.6575E+6,2.9951E+6,1.1009E+7,8.5743E+6,1.5233E+7,3.3455E+6,9.4570E+6,9.6601E+6,2.1816E+7,7.3045E+6,5.5895E+6,1.0883E+7,1.1044E+7,5.1828E+6,8.1496E+6,9.0796E+6,4.7203E+6,3.1404E+6,6.5741E+6,9.8675E+6,9.5671E+6,6.9239E+6,9.9474E+6,7.2213E+6,1.1773E+7,8.1747E+6,1.0746E+7,4.9610E+6,4.7261E+6,5.7445E+6
sp|P20338|RAB4A_HUMAN,Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3,RAB4A,2.5885E+8,3.1886E+8,1.5868E+8,1.2755E+8,2.1074E+8,2.0340E+8,1.5269E+8,3.5431E+8,2.2834E+8,1.1838E+8,1.6937E+8,1.8314E+8,1.7216E+8,1.1265E+8,1.7585E+8,1.8902E+8,1.5072E+8,1.6988E+8,1.6979E+8,1.6764E+8,1.7861E+8,2.0871E+8,1.4401E+8,1.3084E+8,1.8359E+8,1.5772E+8,1.8474E+8,1.7889E+8,1.6644E+8,1.6641E+8,1.2029E+8,1.6042E+8,2.1700E+8,1.7209E+8,1.8632E+8,1.5801E+8,1.5100E+8,1.6646E+8,1.7719E+8,1.6566E+8,1.5081E+8,1.6878E+8,1.8775E+8,1.6858E+8,1.6772E+8,1.8239E+8,1.8511E+8,1.8422E+8
sp|P84243|H33_HUMAN / sp|P68431|H31_HUMAN / sp|Q71DI3|H32_HUMAN / sp|Q16695|H31T_HUMAN,"Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3B PE=1 SV=2
Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C12 PE=1 SV=2
Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C13 PE=1 SV=3
Histone H3.1t OS=Homo sapiens OX=9606 GN=H3-4 PE=1 SV=3",H3-3B / H3C12 / H3C13 / H3-4,1.9224E+8,1.4514E+7,4.6816E+6,2.1694E+7,1.1082E+7,1.1415E+7,6.5821E+6,5.5976E+7,2.9183E+7,1.4741E+7,2.3674E+8,2.1682E+8,2.3633E+8,1.9094E+8,1.3511E+7,1.0463E+7,9.5506E+6,1.0179E+7,1.5735E+7,1.5925E+6,1.3363E+7,8.7087E+6,1.3891E+7,3.1747E+6,1.0154E+7,4.0133E+6,2.6375E+7,1.3506E+7,8.8837E+6,6.4868E+6,7.5533E+6,1.7474E+7,3.5607E+7,1.8968E+6,2.4697E+7,2.9887E+6,9.4368E+6,4.7774E+7,2.9927E+6,4.9423E+6,4.1731E+7,1.8856E+6,7.4089E+6,1.2902E+7,4.7226E+6,1.4428E+6,2.3631E+6,4.4090E+6
sp|Q14573|ITPR3_HUMAN,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2",ITPR3,6.1054E+6,6.3162E+6,5.9762E+6,4.5150E+6,5.2054E+6,5.1298E+6,4.4037E+6,2.3367E+5,3.1275E+6,5.8494E+6,6.6588E+6,7.6060E+6,6.8337E+6,6.4469E+6,4.8577E+6,2.4637E+6,4.5073E+6,4.6078E+6,6.3974E+6,5.9882E+6,4.8740E+6,5.9802E+6,4.8206E+6,5.2791E+6,4.0151E+6,4.3540E+6,5.7335E+6,6.7167E+6,5.3523E+6,5.1648E+6,3.2883E+6,5.2486E+6,4.5136E+6,4.1148E+6,5.7889E+6,4.1268E+6,4.4386E+6,4.2351E+6,3.8131E+6,6.4177E+6,4.2610E+6,4.9635E+6,3.7805E+6,5.5549E+6,4.2788E+6,5.2881E+6,5.0098E+6,4.5964E+6
sp|Q5T5C0|STXB5_HUMAN,Syntaxin-binding protein 5 OS=Homo sapiens OX=9606 GN=STXBP5 PE=1 SV=1,STXBP5,2.5960E+6,2.4852E+6,3.0782E+6,4.8779E+6,4.4310E+6,2.1873E+6,2.0223E+6,1.2431E+7,3.5341E+6,3.2402E+6,6.3664E+6,4.5918E+6,9.7478E+6,3.1391E+6,3.5354E+6,2.7948E+6,3.1680E+6,3.3405E+6,2.0966E+6,2.7576E+6,4.2906E+6,3.7180E+6,2.5469E+6,2.8962E+6,4.8354E+6,2.7406E+6,2.4838E+6,1.2111E+6,2.6444E+6,2.9234E+6,4.0315E+6,3.8748E+6,2.2192E+6,1.9001E+6,1.6404E+6,7.5227E+6,2.0161E+6,3.7107E+6,3.2066E+6,3.0729E+6,3.0370E+6,3.4895E+6,3.8611E+6,2.4044E+6,2.9420E+6,4.0744E+6,3.2625E+6,3.8091E+6
